Repetition,Sample Value,FPS
0,0.0,250
1,0.7951987934982897,250
2,1.1750440373855828,250
3,1.0894872756751852,250
4,0.8812352668651278,250
5,0.9510565162951534,250
6,1.37269514905998,250
7,1.8157044290573774,250
8,1.8483842040633736,250
9,1.339832140506023,250
10,0.5877852522924734,250
11,0.05317346481288143,250
12,-0.052876986704401246,250
13,0.052876986704401274,250
14,-0.0531734648128811,250
15,-0.5877852522924728,250
16,-1.3398321405060234,250
17,-1.848384204063374,250
18,-1.8157044290573774,250
19,-1.3726951490599808,250
20,-0.9510565162951539,250
21,-0.8812352668651281,250
22,-1.0894872756751846,250
23,-1.1750440373855828,250
24,-0.7951987934982889,250
25,-8.572527594031472e-16,250
26,0.79519879349829,250
27,1.1750440373855824,250
28,1.0894872756751852,250
29,0.8812352668651278,250
30,0.9510565162951532,250
31,1.37269514905998,250
32,1.8157044290573778,250
33,1.8483842040633731,250
34,1.3398321405060198,250
35,0.587785252292474,250
36,0.05317346481288121,250
37,-0.052876986704401635,250
38,0.05287698670440097,250
39,-0.05317346481288021,250
40,-0.5877852522924719,250
41,-1.339832140506023,250
42,-1.848384204063374,250
43,-1.8157044290573767,250
44,-1.3726951490599815,250
45,-0.9510565162951542,250
46,-0.8812352668651278,250
47,-1.0894872756751854,250
48,-1.1750440373855824,250
49,-0.7951987934982918,250
50,-1.7145055188062944e-15,250
51,0.7951987934982894,250
52,1.1750440373855828,250
53,1.089487275675186,250
54,0.8812352668651285,250
55,0.951056516295153,250
56,1.3726951490599795,250
57,1.8157044290573774,250
58,1.8483842040633733,250
59,1.3398321405060205,250
60,0.5877852522924747,250
61,0.05317346481288149,250
62,-0.052876986704401246,250
63,0.05287698670440091,250
64,-0.0531734648128821,250
65,-0.5877852522924714,250
66,-1.3398321405060272,250
67,-1.8483842040633738,250
68,-1.8157044290573747,250
69,-1.3726951490599784,250
70,-0.9510565162951543,250
71,-0.8812352668651287,250
72,-1.0894872756751852,250
73,-1.1750440373855833,250
74,-0.7951987934982969,250
75,-2.5717582782094417e-15,250
76,0.7951987934982843,250
77,1.1750440373855828,250
78,1.0894872756751866,250
79,0.8812352668651278,250
80,0.9510565162951528,250
81,1.3726951490599826,250
82,1.8157044290573772,250
83,1.8483842040633716,250
84,1.339832140506021,250
85,0.5877852522924755,250
86,0.05317346481287949,250
87,-0.052876986704401274,250
88,0.052876986704400886,250
89,-0.05317346481287727,250
90,-0.5877852522924707,250
91,-1.3398321405060165,250
92,-1.8483842040633733,250
93,-1.8157044290573792,250
94,-1.3726951490599788,250
95,-0.9510565162951548,250
96,-0.8812352668651285,250
97,-1.089487275675185,250
98,-1.1750440373855835,250
99,-0.7951987934982885,250
100,-3.429011037612589e-15,250
101,0.7951987934982926,250
102,1.1750440373855826,250
103,1.0894872756751837,250
104,0.8812352668651278,250
105,0.9510565162951525,250
106,1.372695149059975,250
107,1.815704429057377,250
108,1.8483842040633756,250
109,1.3398321405060218,250
110,0.5877852522924762,250
111,0.05317346481287977,250
112,-0.052876986704401385,250
113,0.052876986704400775,250
114,-0.05317346481288149,250
115,-0.58778525229247,250
116,-1.3398321405060256,250
117,-1.8483842040633733,250
118,-1.8157044290573754,250
119,-1.3726951490599792,250
120,-0.9510565162951549,250
121,-0.8812352668651268,250
122,-1.0894872756751848,250
123,-1.1750440373855837,250
124,-0.7951987934982891,250
125,-4.2862637970157365e-15,250
126,0.795198793498283,250
127,1.1750440373855824,250
128,1.0894872756751837,250
129,0.8812352668651279,250
130,0.9510565162951522,250
131,1.3726951490599744,250
132,1.815704429057381,250
133,1.848384204063372,250
134,1.3398321405060225,250
135,0.5877852522924769,250
136,0.05317346481287566,250
137,-0.052876986704400525,250
138,0.052876986704401635,250
139,-0.05317346481288132,250
140,-0.5877852522924693,250
141,-1.339832140506035,250
142,-1.8483842040633767,250
143,-1.8157044290573756,250
144,-1.37269514905998,250
145,-0.951056516295155,250
146,-0.8812352668651267,250
147,-1.0894872756751814,250
148,-1.1750440373855853,250
149,-0.7951987934982898,250
150,-5.143516556418883e-15,250
151,0.7951987934982824,250
152,1.1750440373855806,250
153,1.08948727567519,250
154,0.881235266865128,250
155,0.9510565162951519,250
156,1.372695149059974,250
157,1.815704429057372,250
158,1.8483842040633722,250
159,1.3398321405060232,250
160,0.5877852522924777,250
161,0.05317346481288493,250
162,-0.05287698670440055,250
163,0.05287698670440161,250
164,-0.05317346481288088,250
165,-0.5877852522924685,250
166,-1.3398321405060343,250
167,-1.8483842040633762,250
168,-1.815704429057376,250
169,-1.3726951490599804,250
170,-0.9510565162951554,250
171,-0.8812352668651299,250
172,-1.0894872756751874,250
173,-1.1750440373855822,250
174,-0.7951987934982905,250
175,1.8868226435781478e-14,250
176,0.7951987934982818,250
177,1.1750440373855806,250
178,1.0894872756751905,250
179,0.8812352668651281,250
180,0.9510565162951516,250
181,1.3726951490599735,250
182,1.8157044290573716,250
183,1.8483842040633798,250
184,1.3398321405060238,250
185,0.5877852522924782,250
186,0.05317346481288526,250
187,-0.052876986704402495,250
188,0.05287698670440155,250
189,-0.05317346481288071,250
190,-0.5877852522924678,250
191,-1.3398321405060134,250
192,-1.8483842040633762,250
193,-1.8157044290573763,250
194,-1.3726951490599808,250
195,-0.9510565162951558,250
196,-0.8812352668651262,250
197,-1.0894872756751872,250
198,-1.1750440373855822,250
199,-0.795198793498291,250
200,-6.858022075225178e-15,250
201,0.7951987934982991,250
202,1.1750440373855837,250
203,1.0894872756751843,250
204,0.8812352668651282,250
205,0.951056516295159,250
206,1.3726951490599875,250
207,1.81570442905738,250
208,1.8483842040633727,250
209,1.3398321405060445,250
210,0.587785252292479,250
211,0.05317346481288554,250
212,-0.052876986704402607,250
213,0.05287698670439955,250
214,-0.05317346481288027,250
215,-0.5877852522924671,250
216,-1.339832140506013,250
217,-1.8483842040633685,250
218,-1.8157044290573765,250
219,-1.3726951490599812,250
220,-0.9510565162951559,250
221,-0.8812352668651262,250
222,-1.089487275675187,250
223,-1.1750440373855824,250
224,-0.7951987934982917,250
225,-7.715274834628325e-15,250
226,0.7951987934982805,250
227,1.1750440373855837,250
228,1.0894872756751848,250
229,0.8812352668651284,250
230,0.9510565162951512,250
231,1.3726951490599868,250
232,1.8157044290573796,250
233,1.8483842040633731,250
234,1.3398321405060252,250
235,0.5877852522924595,250
236,0.05317346481287688,250
237,-0.05287698670440075,250
238,0.052876986704401385,250
239,-0.05317346481287999,250
240,-0.5877852522924666,250
241,-1.339832140506012,250
242,-1.8483842040633685,250
243,-1.815704429057385,250
244,-1.372695149059982,250
245,-0.9510565162951561,250
246,-0.8812352668651263,250
247,-1.0894872756751803,250
248,-1.1750440373855824,250
249,-0.7951987934982923,250
250,-8.572527594031473e-15,250
251,0.7951987934982798,250
252,1.1750440373855802,250
253,1.0894872756751848,250
254,0.8812352668651287,250
255,0.9510565162951585,250
256,1.3726951490599864,250
257,1.8157044290573794,250
258,1.8483842040633733,250
259,1.3398321405060258,250
260,0.5877852522924802,250
261,0.05317346481288615,250
262,-0.05287698670440269,250
263,0.052876986704403245,250
264,-0.053173464812888704,250
265,-0.5877852522924859,250
266,-1.3398321405060316,250
267,-1.8483842040633753,250
268,-1.815704429057377,250
269,-1.3726951490599824,250
270,-0.9510565162951564,250
271,-0.8812352668651262,250
272,-1.089487275675193,250
273,-1.1750440373855793,250
274,-0.7951987934982749,250
275,1.5439215398168887e-14,250
276,0.7951987934982971,250
277,1.1750440373855835,250
278,1.089487275675185,250
279,0.8812352668651287,250
280,0.9510565162951506,250
281,1.3726951490600003,250
282,1.8157044290573876,250
283,1.8483842040633665,250
284,1.3398321405060067,250
285,0.5877852522924609,250
286,0.053173464812877436,250
287,-0.052876986704400886,250
288,0.052876986704401274,250
289,-0.05317346481287938,250
290,-0.5877852522924651,250
291,-1.3398321405060107,250
292,-1.8483842040633678,250
293,-1.8157044290573858,250
294,-1.3726951490599972,250
295,-0.9510565162951643,250
296,-0.8812352668651227,250
297,-1.0894872756751737,250
298,-1.1750440373855828,250
299,-0.7951987934982936,250
300,-1.0287033112837767e-14,250
301,0.7951987934982787,250
302,1.17504403738558,250
303,1.0894872756751917,250
304,0.881235266865132,250
305,0.9510565162951425,250
306,1.3726951490599566,250
307,1.815704429057379,250
308,1.8483842040633738,250
309,1.3398321405060272,250
310,0.5877852522924818,250
311,0.05317346481288687,250
312,-0.052876986704402856,250
313,0.052876986704399304,250
314,-0.05317346481287,250
315,-0.5877852522924845,250
316,-1.3398321405060303,250
317,-1.848384204063375,250
318,-1.8157044290573774,250
319,-1.3726951490599832,250
320,-0.951056516295157,250
321,-0.8812352668651258,250
322,-1.0894872756751797,250
323,-1.175044037385586,250
324,-0.7951987934982763,250
325,1.3724709879362592e-14,250
326,0.795198793498296,250
327,1.1750440373855833,250
328,1.0894872756751854,250
329,0.8812352668651289,250
330,0.9510565162951499,250
331,1.3726951490599704,250
332,1.815704429057387,250
333,1.848384204063367,250
334,1.339832140506008,250
335,0.5877852522924623,250
336,0.05317346481287816,250
337,-0.052876986704401,250
338,0.05287698670440116,250
339,-0.05317346481287877,250
340,-0.5877852522924638,250
341,-1.3398321405060494,250
342,-1.8483842040633818,250
343,-1.8157044290573698,250
344,-1.3726951490599695,250
345,-0.9510565162951496,250
346,-0.8812352668651291,250
347,-1.0894872756751859,250
348,-1.175044037385583,250
349,-0.7951987934982947,250
350,3.7736452871562956e-14,250
351,0.7951987934983133,250
352,1.1750440373855797,250
353,1.089487275675192,250
354,0.8812352668651324,250
355,0.9510565162951423,250
356,1.3726951490599555,250
357,1.8157044290573614,250
358,1.8483842040633742,250
359,1.3398321405060287,250
360,0.5877852522924831,250
361,0.05317346481288748,250
362,-0.05287698670440297,250
363,0.05287698670439919,250
